Year,Month,Day,Time,Temp
2019,11,04,4:00:01,16.9
2019,11,04,4:15:00,16.9
2019,11,04,4:30:00,16.9
2019,11,04,4:45:00,16.9
2019,11,04,5:00:00,16.9
2019,11,04,5:15:00,16.8
2019,11,04,5:30:00,16.8
2019,11,04,5:45:00,16.8
2019,11,04,6:00:00,16.8
2019,11,04,6:15:00,16.8
2019,11,04,6:30:01,16.8
2019,11,04,6:45:00,16.8
2019,11,04,7:00:00,16.8
2019,11,04,7:15:00,16.8
2019,11,04,7:30:01,16.9
2019,11,04,7:45:00,16.9
2019,11,04,8:00:00,16.9
2019,11,04,8:15:00,16.9
2019,11,04,8:30:00,16.9
2019,11,04,8:45:00,16.9
2019,11,04,9:00:00,16.9
2019,11,04,9:15:00,16.9
2019,11,04,9:30:00,16.9
2019,11,04,9:45:00,16.9
2019,11,04,10:00:00,16.9
2019,11,04,10:15:00,16.9
2019,11,04,10:30:01,16.9
2019,11,04,10:45:00,16.9
2019,11,04,11:00:00,16.9
2019,11,04,11:15:01,16.9
2019,11,04,11:30:00,16.9
2019,11,04,11:45:00,16.9
2019,11,05,12:00:00,16.9
2019,11,05,12:15:01,17.2
2019,11,05,12:30:00,17.3
2019,11,05,12:45:00,17.3
2019,11,05,1:00:01,17.3
2019,11,05,1:15:00,17.3
2019,11,05,1:30:01,17.2
2019,11,05,1:45:00,17.1
2019,11,05,2:00:02,17.0
2019,11,05,2:15:00,16.9
2019,11,05,2:30:01,16.8
2019,11,05,2:45:00,16.8
2019,11,05,3:00:01,16.7
2019,11,05,3:15:00,16.6
2019,11,05,3:30:00,16.6
2019,11,05,3:45:00,16.5
2019,11,05,4:00:00,16.4
2019,11,05,4:15:00,16.4
2019,11,05,4:30:00,16.4
2019,11,05,4:45:00,16.3
2019,11,05,5:00:00,16.3
2019,11,05,5:15:00,16.2
2019,11,05,5:30:00,16.1
2019,11,05,5:45:00,16.1
2019,11,05,6:00:00,16.1
2019,11,05,6:15:00,16.0
2019,11,05,6:30:00,16.0
2019,11,05,6:45:00,16.0
2019,11,05,7:00:01,15.9
2019,11,05,7:15:01,15.9
2019,11,05,7:30:00,15.9
2019,11,05,7:45:00,15.8
2019,11,05,8:00:01,15.8
2019,11,05,8:15:00,15.8
2019,11,05,8:30:00,15.8
2019,11,05,8:45:01,15.8
2019,11,05,9:00:00,15.8
2019,11,05,9:15:00,15.9
2019,11,05,9:30:00,15.9
2019,11,05,9:45:00,16.0
2019,11,05,10:00:00,16.0
2019,11,05,10:15:00,16.1
2019,11,05,10:30:00,16.1
2019,11,05,10:45:00,16.2
2019,11,05,11:00:00,16.3
2019,11,05,11:15:01,16.3
2019,11,05,11:30:00,16.4
2019,11,05,11:45:00,16.5
2019,11,05,12:00:00,16.6
2019,11,05,12:15:00,16.6
2019,11,05,12:30:00,16.7
2019,11,05,12:45:01,16.7
2019,11,05,1:00:00,16.7
2019,11,05,1:15:00,16.8
2019,11,05,1:30:00,16.8
2019,11,05,1:45:01,16.8
2019,11,05,2:00:00,16.8
2019,11,05,2:15:00,16.8
2019,11,05,2:30:00,16.8
2019,11,05,2:45:01,16.8
2019,11,05,3:00:00,16.8
2019,11,05,3:15:00,16.7
2019,11,05,3:30:00,16.7
2019,11,05,3:45:01,16.7
2019,11,05,4:00:00,16.6
2019,11,05,4:15:01,16.6
2019,11,05,4:30:00,16.6
2019,11,05,4:45:00,16.6
2019,11,05,5:00:01,16.6
2019,11,05,5:15:00,16.6
2019,11,05,5:30:00,16.6
2019,11,05,5:45:00,16.5
2019,11,05,6:00:00,16.5
2019,11,05,6:15:00,16.5
2019,11,05,6:30:00,16.4
2019,11,05,6:45:00,16.4
2019,11,05,7:00:00,16.4
2019,11,05,7:15:00,16.4
2019,11,05,7:30:01,16.4
2019,11,05,7:45:00,16.3
2019,11,05,8:00:00,16.3
2019,11,05,8:15:00,16.3
2019,11,05,8:30:00,16.4
2019,11,05,8:45:00,16.4
2019,11,05,9:00:01,16.4
2019,11,05,9:15:00,16.4
2019,11,05,9:30:00,16.5
2019,11,05,9:45:00,16.5
2019,11,05,10:00:00,16.5
2019,11,05,10:15:00,16.5
2019,11,05,10:30:00,16.5
2019,11,05,10:45:00,16.5
2019,11,05,11:00:02,16.5
2019,11,05,11:15:00,16.5
2019,11,05,11:30:00,16.5
2019,11,05,11:45:00,16.6
2019,11,06,12:00:00,16.7
2019,11,06,12:15:01,17.0
2019,11,06,12:30:00,17.2
2019,11,06,12:45:00,17.2
2019,11,06,1:00:00,17.2
2019,11,06,1:15:00,17.2
2019,11,06,1:30:00,17.0
2019,11,06,1:45:00,16.9
2019,11,06,2:00:00,16.8
2019,11,06,2:15:01,16.7
2019,11,06,2:30:00,16.6
2019,11,06,2:45:00,16.5
2019,11,06,3:00:00,16.3
2019,11,06,3:15:00,16.2
2019,11,06,3:30:00,16.1
2019,11,06,3:45:01,16.0
2019,11,06,4:00:00,15.9
2019,11,06,4:15:00,15.9
2019,11,06,4:30:00,15.8
2019,11,06,4:45:00,15.7
2019,11,06,5:00:00,15.6
2019,11,06,5:15:00,15.5
2019,11,06,5:30:00,15.5
2019,11,06,5:45:00,15.4
2019,11,06,6:00:00,15.4
2019,11,06,6:15:00,15.3
2019,11,06,6:30:00,15.2
2019,11,06,6:45:00,15.2
2019,11,06,7:00:00,15.1
2019,11,06,7:15:00,15.1
2019,11,06,7:30:00,15.0
2019,11,06,7:45:00,15.0
2019,11,06,8:00:02,14.9
2019,11,06,8:15:00,14.9
2019,11,06,8:30:01,14.9
2019,11,06,8:45:00,14.9
2019,11,06,9:00:01,15.0
2019,11,06,9:15:00,15.0
2019,11,06,9:30:00,15.1
2019,11,06,9:45:00,15.1
2019,11,06,10:00:00,15.1
2019,11,06,10:15:02,15.2
2019,11,06,10:30:00,15.4
2019,11,06,10:45:00,15.5
2019,11,06,11:00:00,15.7
2019,11,06,11:15:00,15.9
2019,11,06,11:30:00,16.2
2019,11,06,11:45:00,16.4
2019,11,06,12:00:00,16.7
2019,11,06,12:15:00,16.9
2019,11,06,12:30:00,17.1
2019,11,06,12:45:00,17.2
2019,11,06,1:00:00,17.3
2019,11,06,1:15:01,17.3
2019,11,06,1:30:00,17.2
2019,11,06,1:45:01,17.2
2019,11,06,2:00:00,17.2
2019,11,06,2:15:00,17.2
2019,11,06,2:30:01,17.2
2019,11,06,2:45:00,17.2
2019,11,06,3:00:01,17.2
2019,11,06,3:15:00,17.3
2019,11,06,3:30:00,17.2
2019,11,06,3:45:00,17.2
2019,11,06,4:00:00,17.2
2019,11,06,4:15:00,17.3
2019,11,06,4:30:00,17.3
2019,11,06,4:45:00,17.2
2019,11,06,5:00:00,17.2
2019,11,06,5:15:00,17.2
2019,11,06,5:30:01,17.2
2019,11,06,5:45:01,17.2
2019,11,06,6:00:01,17.2
2019,11,06,6:15:01,17.2
2019,11,06,6:30:00,17.2
2019,11,06,6:45:00,17.3
2019,11,06,7:00:00,17.6
2019,11,06,7:15:00,17.9
2019,11,06,7:30:00,18.2
2019,11,06,7:45:00,18.3
2019,11,06,8:00:00,18.4
2019,11,06,8:15:00,18.5
2019,11,06,8:30:00,18.7
2019,11,06,8:45:00,18.8
2019,11,06,9:00:00,19.0
2019,11,06,9:15:00,19.3
2019,11,06,9:30:00,19.3
2019,11,06,9:45:01,19.2
2019,11,06,10:00:00,18.9
2019,11,06,10:15:00,18.6
2019,11,06,10:30:00,18.4
2019,11,06,10:45:00,18.2
2019,11,06,11:00:02,18.0
2019,11,06,11:15:00,17.8
2019,11,06,11:30:00,17.6
2019,11,06,11:45:00,17.5
2019,11,07,12:00:00,17.3
2019,11,07,12:15:01,17.3
2019,11,07,12:30:01,17.2
2019,11,07,12:45:01,17.1
2019,11,07,1:00:01,17.0
2019,11,07,1:15:00,17.0
2019,11,07,1:30:02,16.9
2019,11,07,1:45:00,16.8
2019,11,07,2:00:01,16.7
2019,11,07,2:15:01,16.6
2019,11,07,2:30:00,16.5
2019,11,07,2:45:00,16.4
2019,11,07,3:00:00,16.4
2019,11,07,3:15:00,16.3
2019,11,07,3:30:00,16.2
2019,11,07,3:45:00,16.1
2019,11,07,4:00:01,16.1
2019,11,07,4:15:01,16.0
2019,11,07,4:30:00,15.9
2019,11,07,4:45:00,15.8
2019,11,07,5:00:00,15.7
2019,11,07,5:15:00,15.7
2019,11,07,5:30:00,15.6
2019,11,07,5:45:00,15.5
2019,11,07,6:00:00,15.5
2019,11,07,6:15:00,15.4
2019,11,07,6:30:00,15.4
2019,11,07,6:45:01,15.4
2019,11,07,7:00:02,15.4
2019,11,07,7:15:01,15.4
2019,11,07,7:30:00,15.4
2019,11,07,7:45:00,15.3
2019,11,07,8:00:00,15.3
2019,11,07,8:15:00,15.3
2019,11,07,8:30:01,15.3
2019,11,07,8:45:00,15.3
2019,11,07,9:00:00,15.3
2019,11,07,9:15:00,15.3
2019,11,07,9:30:00,15.3
2019,11,07,9:45:01,15.4
2019,11,07,10:00:02,15.4
2019,11,07,10:15:01,15.5
2019,11,07,10:30:00,15.7
2019,11,07,10:45:00,15.8
2019,11,07,11:00:00,15.9
2019,11,07,11:15:00,15.9
2019,11,07,11:30:00,16.0
2019,11,07,11:45:01,16.1
2019,11,07,12:00:00,16.2
2019,11,07,12:15:01,16.3
2019,11,07,12:30:00,16.4
2019,11,07,12:45:00,16.4
2019,11,07,1:00:01,16.4
2019,11,07,1:15:01,16.4
2019,11,07,1:30:00,16.5
2019,11,07,1:45:00,16.4
2019,11,07,2:00:00,16.3
2019,11,07,2:15:00,16.2
2019,11,07,2:30:01,16.2
2019,11,07,2:45:00,16.4
2019,11,07,3:00:00,16.5
2019,11,07,3:15:00,16.6
2019,11,07,3:30:00,16.7
2019,11,07,3:45:01,16.8
2019,11,07,4:00:00,16.9
2019,11,07,4:15:01,16.9
2019,11,07,4:30:01,17.0
2019,11,07,4:45:00,17.1
2019,11,07,5:00:00,17.2
2019,11,07,5:15:00,17.2
2019,11,07,5:30:01,17.2
2019,11,07,5:45:01,17.2
2019,11,07,6:00:01,17.1
2019,11,07,6:15:00,17.0
2019,11,07,6:30:00,17.0
2019,11,07,6:45:00,17.0
2019,11,07,7:00:01,16.9
2019,11,07,7:15:00,16.9
2019,11,07,7:30:00,17.0
2019,11,07,7:45:00,17.2
2019,11,07,8:00:00,17.3
2019,11,07,8:15:00,17.6
2019,11,07,8:30:00,17.5
2019,11,07,8:45:01,17.7
2019,11,07,9:00:00,17.8
2019,11,07,9:15:00,17.9
2019,11,07,9:30:00,17.9
2019,11,07,9:45:01,18.0
2019,11,07,10:00:00,18.1
2019,11,07,10:15:01,18.1
2019,11,07,10:30:00,18.0
2019,11,07,10:45:00,17.8
2019,11,07,11:00:01,17.5
2019,11,07,11:15:01,16.9
2019,11,07,11:30:00,16.4
2019,11,07,11:45:00,15.9
2019,11,08,12:00:00,15.9
2019,11,08,12:15:00,15.8
2019,11,08,12:30:00,15.8
2019,11,08,12:45:01,15.7
2019,11,08,1:00:00,15.6
2019,11,08,1:15:00,15.5
2019,11,08,1:30:00,15.4
2019,11,08,1:45:00,15.4
2019,11,08,2:00:02,15.3
2019,11,08,2:15:00,15.2
2019,11,08,2:30:01,15.1
2019,11,08,2:45:00,15.1
2019,11,08,3:00:00,15.0
2019,11,08,3:15:00,14.9
2019,11,08,3:30:00,14.8
2019,11,08,3:45:01,14.7
2019,11,08,4:00:00,14.7
2019,11,08,4:15:00,14.6
2019,11,08,4:30:00,14.6
2019,11,08,4:45:00,14.5
2019,11,08,5:00:00,14.4
2019,11,08,5:15:00,14.4
2019,11,08,5:30:00,14.4
2019,11,08,5:45:00,14.4
2019,11,08,6:00:00,14.3
2019,11,08,6:15:00,14.3
2019,11,08,6:30:00,14.3
2019,11,08,6:45:00,14.2
2019,11,08,7:00:00,14.2
2019,11,08,7:15:00,14.2
2019,11,08,7:30:00,14.2
2019,11,08,7:45:00,14.2
2019,11,08,8:00:00,14.2
2019,11,08,8:15:00,14.2
2019,11,08,8:30:00,14.2
2019,11,08,8:45:01,14.3
2019,11,08,9:00:00,14.3
2019,11,08,9:15:01,14.4
2019,11,08,9:30:00,14.4
2019,11,08,9:45:00,14.5
2019,11,08,10:00:00,14.5
2019,11,08,10:15:00,14.4
2019,11,08,10:30:01,14.4
2019,11,08,10:45:01,14.5
2019,11,08,11:00:01,14.7
2019,11,08,11:15:01,15.0
2019,11,08,11:30:00,15.3
2019,11,08,11:45:01,15.6
2019,11,08,12:00:00,15.8
2019,11,08,12:15:00,16.1
2019,11,08,12:30:01,16.3
2019,11,08,12:45:02,16.6
2019,11,08,1:00:00,17.1
2019,11,08,1:15:00,17.5
2019,11,08,1:30:00,17.8
2019,11,08,1:45:00,18.0
2019,11,08,2:00:00,18.1
2019,11,08,2:15:00,18.0
2019,11,08,2:30:00,17.8
2019,11,08,2:45:00,17.6
2019,11,08,3:00:00,17.4
2019,11,08,3:15:00,17.2
2019,11,08,3:30:00,17.0
2019,11,08,3:45:01,16.9
2019,11,08,4:00:00,16.7
2019,11,08,4:15:00,16.6
2019,11,08,4:30:00,16.5
2019,11,08,4:45:00,16.4
2019,11,08,5:00:00,16.3
2019,11,08,5:15:00,16.3
2019,11,08,5:30:00,16.2
2019,11,08,5:45:00,16.2
2019,11,08,6:00:00,16.1
2019,11,08,6:15:00,16.1
2019,11,08,6:30:00,16.1
2019,11,08,6:45:00,16.1
2019,11,08,7:00:00,16.1
2019,11,08,7:15:00,16.1
2019,11,08,7:30:00,16.1
2019,11,08,7:45:00,16.3
2019,11,08,8:00:02,16.5
2019,11,08,8:15:00,16.6
2019,11,08,8:30:00,16.7
2019,11,08,8:45:00,16.7
2019,11,08,9:00:01,16.8
2019,11,08,9:15:00,16.9
2019,11,08,9:30:00,16.9
2019,11,08,9:45:00,16.8
2019,11,08,10:00:01,16.7
2019,11,08,10:15:00,16.6
2019,11,08,10:30:00,16.4
2019,11,08,10:45:01,16.3
2019,11,08,11:00:01,16.2
2019,11,08,11:15:00,16.0
2019,11,08,11:30:00,16.0
2019,11,08,11:45:00,16.0
2019,11,09,12:00:01,16.0
2019,11,09,12:15:01,16.4
2019,11,09,12:30:01,16.3
2019,11,09,12:45:00,16.2
2019,11,09,1:00:00,16.0
2019,11,09,1:15:01,15.9
2019,11,09,1:30:01,15.7
2019,11,09,1:45:01,15.6
2019,11,09,2:00:00,15.4
2019,11,09,2:15:00,15.3
2019,11,09,2:30:00,15.2
2019,11,09,2:45:00,15.1
2019,11,09,3:00:00,14.9
2019,11,09,3:15:00,14.9
2019,11,09,3:30:00,14.8
2019,11,09,3:45:00,14.7
2019,11,09,4:00:01,14.6
2019,11,09,4:15:01,14.6
2019,11,09,4:30:00,14.5
2019,11,09,4:45:00,14.4
2019,11,09,5:00:00,14.4
2019,11,09,5:15:00,14.4
2019,11,09,5:30:00,14.3
2019,11,09,5:45:00,14.3
2019,11,09,6:00:00,14.3
2019,11,09,6:15:00,14.2
2019,11,09,6:30:01,14.2
2019,11,09,6:45:01,14.2
2019,11,09,7:00:00,14.2
2019,11,09,7:15:01,14.1
2019,11,09,7:30:01,14.1
2019,11,09,7:45:01,14.1
2019,11,09,8:00:01,14.0
2019,11,09,8:15:01,14.0
2019,11,09,8:30:01,14.1
2019,11,09,8:45:00,14.1
2019,11,09,9:00:02,14.2
2019,11,09,9:15:00,14.2
2019,11,09,9:30:01,14.3
2019,11,09,9:45:01,14.4
2019,11,09,10:00:00,14.4
2019,11,09,10:15:00,14.6
2019,11,09,10:30:00,14.8
2019,11,09,10:45:00,15.1
2019,11,09,11:00:00,15.4
2019,11,09,11:15:00,15.5
2019,11,09,11:30:00,15.6
2019,11,09,11:45:00,15.8
2019,11,09,12:00:00,16.0
2019,11,09,12:15:00,16.1
2019,11,09,12:30:00,16.2
2019,11,09,12:45:00,16.4
2019,11,09,1:00:00,16.5
2019,11,09,1:15:00,16.6
2019,11,09,1:30:01,16.7
2019,11,09,1:45:00,16.7
2019,11,09,2:00:00,16.8
2019,11,09,2:15:00,16.8
2019,11,09,2:30:01,16.8
2019,11,09,2:45:00,16.8
2019,11,09,3:00:01,16.8
2019,11,09,3:15:00,16.7
2019,11,09,3:30:01,16.7
2019,11,09,3:45:00,16.6
2019,11,09,4:00:00,16.5
2019,11,09,4:15:02,16.5
2019,11,09,4:30:01,16.4
2019,11,09,4:45:01,16.4
2019,11,09,5:00:01,16.3
2019,11,09,5:15:01,16.3
2019,11,09,5:30:01,16.2
2019,11,09,5:45:01,16.2
2019,11,09,6:00:00,16.1
2019,11,09,6:15:00,16.1
2019,11,09,6:30:00,16.1
2019,11,09,6:45:01,16.0
2019,11,09,7:00:00,16.0
2019,11,09,7:15:00,16.1
2019,11,09,7:30:00,16.3
2019,11,09,7:45:00,16.7
2019,11,09,8:00:02,17.0
2019,11,09,8:15:00,17.3
2019,11,09,8:30:00,17.6
2019,11,09,8:45:00,17.9
2019,11,09,9:00:02,18.1
2019,11,09,9:15:01,18.1
2019,11,09,9:30:00,18.2
2019,11,09,9:45:01,18.2
2019,11,09,10:00:02,18.0
2019,11,09,10:15:00,17.8
2019,11,09,10:30:00,17.5
2019,11,09,10:45:00,17.4
2019,11,09,11:00:00,17.3
2019,11,09,11:15:00,17.2
2019,11,09,11:30:01,17.1
2019,11,09,11:45:00,17.0
2019,11,10,12:00:00,16.9
2019,11,10,12:15:00,16.9
2019,11,10,12:30:01,16.8
2019,11,10,12:45:00,16.7
2019,11,10,1:00:01,16.7
2019,11,10,1:15:00,16.6
2019,11,10,1:30:00,16.6
2019,11,10,1:45:00,16.5
2019,11,10,2:00:00,16.4
2019,11,10,2:15:00,16.3
2019,11,10,2:30:00,16.3
2019,11,10,2:45:00,16.2
2019,11,10,3:00:00,16.1
2019,11,10,3:15:00,16.1
2019,11,10,3:30:00,16.0
2019,11,10,3:45:00,15.9
2019,11,10,4:00:00,15.9
2019,11,10,4:15:00,15.9
2019,11,10,4:30:01,15.8
2019,11,10,4:45:00,15.8
2019,11,10,5:00:00,15.7
2019,11,10,5:15:00,15.7
2019,11,10,5:30:00,15.6
2019,11,10,5:45:00,15.5
2019,11,10,6:00:00,15.5
2019,11,10,6:15:00,15.4
2019,11,10,6:30:01,15.4
2019,11,10,6:45:01,15.3
2019,11,10,7:00:00,15.2
2019,11,10,7:15:00,15.2
2019,11,10,7:30:00,15.2
2019,11,10,7:45:01,15.1
2019,11,10,8:00:00,15.1
2019,11,10,8:15:00,15.1
2019,11,10,8:30:00,15.1
2019,11,10,8:45:00,15.2
2019,11,10,9:00:00,15.2
2019,11,10,9:15:00,15.3
2019,11,10,9:30:01,15.4
2019,11,10,9:45:01,15.5
2019,11,10,10:00:01,15.5
2019,11,10,10:15:00,15.6
2019,11,10,10:30:00,15.8
2019,11,10,10:45:00,15.9
2019,11,10,11:00:01,16.1
2019,11,10,11:15:01,16.2
2019,11,10,11:30:00,16.3
2019,11,10,11:45:00,16.4
2019,11,10,12:00:00,16.5
2019,11,10,12:15:00,16.6
2019,11,10,12:30:00,16.7
2019,11,10,12:45:00,16.8
2019,11,10,1:00:00,16.9
2019,11,10,1:15:00,17.0
2019,11,10,1:30:00,17.1
2019,11,10,1:45:00,17.2
2019,11,10,2:00:00,17.2
2019,11,10,2:15:00,17.2
2019,11,10,2:30:00,17.2
2019,11,10,2:45:00,17.2
2019,11,10,3:00:00,17.2
2019,11,10,3:15:00,17.2
2019,11,10,3:30:00,17.2
2019,11,10,3:45:00,17.2
2019,11,10,4:00:00,17.2
2019,11,10,4:15:00,17.2
2019,11,10,4:30:00,17.1
2019,11,10,4:45:00,17.2
2019,11,10,5:00:00,17.2
2019,11,10,5:15:00,17.2
2019,11,10,5:30:00,17.2
2019,11,10,5:45:00,17.2
2019,11,10,6:00:01,17.2
2019,11,10,6:15:00,17.2
2019,11,10,6:30:00,17.2
2019,11,10,6:45:00,17.2
2019,11,10,7:00:00,17.2
2019,11,10,7:15:00,17.2
2019,11,10,7:30:00,17.2
2019,11,10,7:45:00,17.2
2019,11,10,8:00:00,17.2
2019,11,10,8:15:01,17.2
2019,11,10,8:30:00,17.2
2019,11,10,8:45:00,17.2
2019,11,10,9:00:02,17.2
2019,11,10,9:15:00,17.1
2019,11,10,9:30:00,17.1
2019,11,10,9:45:00,17.0
2019,11,10,10:00:02,17.0
2019,11,10,10:15:00,17.0
2019,11,10,10:30:00,16.9
2019,11,10,10:45:00,16.9
2019,11,10,11:00:00,16.9
2019,11,10,11:15:00,16.9
2019,11,10,11:30:00,16.8
2019,11,10,11:45:00,16.8
2019,11,11,12:00:00,16.7
2019,11,11,12:15:00,17.1
2019,11,11,12:30:01,17.1
2019,11,11,12:45:00,17.0
2019,11,11,1:00:00,16.9
2019,11,11,1:15:00,16.8
2019,11,11,1:30:00,16.6
2019,11,11,1:45:00,16.4
2019,11,11,2:00:01,16.3
2019,11,11,2:15:00,16.2
2019,11,11,2:30:00,16.1
2019,11,11,2:45:00,15.9
2019,11,11,3:00:00,15.8
2019,11,11,3:15:00,15.7
2019,11,11,3:30:00,15.6
2019,11,11,3:45:00,15.5
2019,11,11,4:00:00,15.4
2019,11,11,4:15:00,15.3
2019,11,11,4:30:00,15.2
2019,11,11,4:45:01,15.2
2019,11,11,5:00:00,15.1
2019,11,11,5:15:01,15.0
2019,11,11,5:30:00,14.9
2019,11,11,5:45:00,14.9
2019,11,11,6:00:00,14.8
2019,11,11,6:15:00,14.7
2019,11,11,6:30:00,14.7
2019,11,11,6:45:00,14.6
2019,11,11,7:00:01,14.6
2019,11,11,7:15:00,14.5
2019,11,11,7:30:00,14.4
2019,11,11,7:45:00,14.4
2019,11,11,8:00:00,14.3
2019,11,11,8:15:00,14.3
2019,11,11,8:30:00,14.3
2019,11,11,8:45:00,14.3
2019,11,11,9:00:00,14.3
2019,11,11,9:15:00,14.3
2019,11,11,9:30:00,14.4
2019,11,11,9:45:00,14.5
2019,11,11,10:00:01,14.6
2019,11,11,10:15:00,14.5
2019,11,11,10:30:00,14.6
2019,11,11,10:45:00,14.7
2019,11,11,11:00:01,14.9
2019,11,11,11:15:00,15.2
2019,11,11,11:30:00,15.3
2019,11,11,11:45:00,15.5
2019,11,11,12:00:00,15.7
2019,11,11,12:15:00,15.9
2019,11,11,12:30:00,16.0
2019,11,11,12:45:00,16.1
2019,11,11,1:00:00,16.3
2019,11,11,1:15:00,16.4
2019,11,11,1:30:00,16.5
2019,11,11,1:45:00,16.6
2019,11,11,2:00:00,16.5
2019,11,11,2:15:00,16.5
2019,11,11,2:30:00,16.4
2019,11,11,2:45:00,16.3
2019,11,11,3:00:00,16.3
2019,11,11,3:15:00,16.2
2019,11,11,3:30:00,16.1
